# temperature RVB Gap, Tc_RVB, chemical potential mu #num of iterations
# doping= 0.05
0.001 0.309475457974 3589.9153125 -0.00464357455826 28
0.00755555555556 0.305219596455 3540.54731888 -0.00460300658887 16
0.0141111111111 0.271215281933 3146.09727042 -0.00440454442327 25
0.0206666666667 0.161856582163 1877.53635309 -0.00419617850689 62
0.0272222222222 0.0069472025276 80.5875493202 -0.00440772616122 45
0.0337777777778 0.000913054613107 10.591433512 -0.00486425678276 15
0.0403333333333 5.09067919536e-05 0.590518786662 -0.00535205765968 15
0.0468888888889 1.45125617149e-06 0.0168345715892 -0.00586809908831 15
0.0534444444444 1.59886922267e-07 0.0018546882983 -0.0064035219101 9
0.06 1.59886922267e-07 0.0018546882983 -0.0064035219101 2
